"ACCESSION_NUMBER","ID","PERSONSIGNATURE","PERSONTITLE","SIGNATUREDATE"
"0001665160-18-001083",1,"Marcus Martin II","CEO and Principal Executive Officer","2018-10-16"
"0001665160-18-001083",2,"Jason T Britton","Director, Principal Financial Officer and Principal Accounting Officer","2018-10-16"
"0001670254-18-000491",1,"Ron Newcomb","Founder","2018-10-12"
"0001670254-18-000489",2,"Richard Butts","Board Member","2018-10-12"
"0001670254-18-000489",3,"Allan D. Darling","Co-Founder and CFO","2018-10-12"
"0001670254-18-000489",1,"Steve Haumschild","CEO - CoFounder","2018-10-12"
"0001692133-18-000002",1,"Nicholas Chavez","Co-CEO","2018-10-15"
"0001692133-18-000002",2,"Jessica Van Sickle","Co-CEO","2018-10-15"
"0001746291-18-000005",1,"Seun Odumusi","CEO","2018-10-15"
"0001665160-18-001072",1,"Charles Powell","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-15"
"0001732219-18-000014",1,"TOMMY ALGATHEN ALLEN","FOUNDER","2018-07-13"
"0001755780-18-000001",1,"Vaneesha Dutra","President","2018-10-12"
"0001750894-18-000003",1,"Justin Lee","CEO","2018-09-06"
"0001665160-18-001069",1,"Ryan Koch","CEO, Principal Executive Officer and Director and Principal Financial Officer and Principal Accounting Officer","2018-10-12"
"0001675481-18-000005",1,"Lynn Johnson","CEO, CFO, Director","2018-10-04"
"0001675481-18-000005",2,"Allison Kenny","Director","2018-10-04"
"0001670254-18-000484",2,"Jonn Morningstaur","Secretary, Treasurer","2018-10-12"
"0001670254-18-000484",3,"Andy Wilkinson","Director of Operations","2018-10-11"
"0001670254-18-000484",1,"Wade T Lightheart","President","2018-10-12"
"0001670254-18-000482",1,"Michael Kelly","Co-Founder","2018-10-11"
"0001670254-18-000482",2,"Jon Carmen","Co-Founder and CEO","2018-10-11"
"0001753336-18-000002",1,"Lynda McLean Ronaldson","Director","2018-10-10"
"0001753336-18-000002",2,"Stephen Warne Ardagh","Treasurer, Director","2018-10-10"
"0001669191-18-000465",3,"Michael Tippie","Principal Accounting Officer","2018-06-21"
"0001669191-18-000465",1,"Michael Tippie","Principal Executive Officer","2018-06-09"
"0001669191-18-000465",2,"Michael Tippie","Principal Financial Officer","2018-06-21"
"0001669191-18-000465",4,"Gitali Indra","Board Member","2018-06-08"
"0001669191-18-000465",5,"Arup Indra","Board Member","2018-06-08"
"0001669191-18-000465",6,"Michael Tippie","Board Member","2018-06-09"
"0001669191-18-000461",8,"William W Crossman","Board Member","2018-10-10"
"0001669191-18-000461",1,"William W Crossman","Principal Executive Officer","2018-10-10"
"0001669191-18-000461",5,"Lawrence Toll","Board Member","2018-10-10"
"0001669191-18-000461",3,"Timmy Chou","Principal Accounting Officer","2018-10-10"
"0001669191-18-000461",2,"Timmy Chou","Principal Financial Officer","2018-10-10"
"0001669191-18-000461",4,"Timmy Chou","Board Member","2018-10-10"
"0001669191-18-000461",7,"Chris Tew","Board Member","2018-10-10"
"0001669191-18-000461",6,"John A Lawson","Board Member","2018-10-10"
"0001720733-18-000002",1,"Tiffany Lacsado","Director, CFO","2018-10-01"
"0001720733-18-000002",2,"Kristin Clayton","Director","2018-10-01"
"0001669191-18-000457",3,"Bruce  Weber","Principal Accounting Officer","2018-04-12"
"0001669191-18-000457",2,"Bruce  Weber","Principal Financial Officer","2018-04-12"
"0001669191-18-000457",1,"Xugang Li","Principal Executive Officer","2018-04-12"
"0001669191-18-000457",4,"Xugang Li","Board Member","2018-04-12"
"0001717111-18-000004",3,"Molly Madden","Director, CFO","2018-10-10"
"0001717111-18-000004",2,"Stephen Rye Switzer","Director","2018-10-09"
"0001717111-18-000004",1,"Stephanie Sprinkle","Director","2018-10-10"
"0001749553-18-000003",2,"Ernest Nee-Nueh Nortey","Member","2018-10-10"
"0001749553-18-000003",1,"Kai Nortey","Member","2018-10-10"
"0001670254-18-000481",2,"Marcel Favela","Brewmaster","2018-09-21"
"0001670254-18-000481",1,"David Favela","CEO","2018-09-21"
"0001670254-18-000481",3,"Martin Favela","CFO / Operations Manager","2018-09-21"
"0001739714-18-000002",1,"Anne Chambers","CEO","2018-10-11"
"0001665160-18-001061",1,"Steven R Sedlmayr","CEO, Principal Executive Officer and Director and Principal Financial Officer","2018-10-11"
"0001665160-18-001061",2,"Remy J Sedlmayr","Principal Accounting Officer","2018-10-11"
"0001670254-18-000479",1,"Brian Runnals","President, Founder","2018-10-11"
"0001665160-18-001058",1,"Steve Nauert","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-11"
"0001669191-18-000454",1,"Maureen Lloren","Principal Executive Officer","2018-05-14"
"0001669191-18-000454",4,"Maureen Lloren","Board Member","2018-05-14"
"0001669191-18-000454",3,"Mike Beck","Principal Accounting Officer","2018-05-14"
"0001669191-18-000454",2,"Ned Sedlak","Principal Financial Officer","2018-05-14"
"0001751745-18-000001",1,"Marc Seiavitch","Co-Owner","2018-10-11"
"0001670323-18-000001",2,"Richard Marks","Chief Product Officer","2018-10-11"
"0001670323-18-000001",1,"Ian Goldberg","CEO & Director","2018-10-11"
"0001669191-18-000452",4,"Brian Curcio","Board Member","2018-10-09"
"0001669191-18-000452",3,"Brian Curcio","Principal Accounting Officer","2018-10-09"
"0001669191-18-000452",2,"Brian Curcio","Principal Financial Officer","2018-10-09"
"0001669191-18-000452",1,"Brian Curcio","Principal Executive Officer","2018-10-09"
"0001669310-18-000003",3,"Richard Glassberg","Board Member","2018-10-10"
"0001669310-18-000003",2,"Terry Daniel Cox","CTO","2018-10-10"
"0001669310-18-000003",1,"Meghan Larson","CEO","2018-10-10"
"0001665160-18-001056",1,"Shawn Findlater","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-10"
"0001669191-18-000445",4,"Andrew  Weinberger","Board Member","2018-06-13"
"0001669191-18-000445",3,"Andrew  Weinberger","Principal Accounting Officer","2018-06-13"
"0001669191-18-000445",1,"Andrew  Weinberger","Principal Executive Officer","2018-06-13"
"0001669191-18-000445",2,"Andrew  Weinberger","Principal Financial Officer","2018-06-13"
"0001665160-18-001054",1,"Michael Burtov","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-10"
"0001736866-18-000002",1,"Kurt Michael Swanson","CEO","2018-10-10"
"0001736866-18-000002",2,"Don Pancoe","Board of Director","2018-10-10"
"0001747279-18-000001",1,"William A Holderness","CFO","2018-10-10"
"0001746725-18-000002",1,"John C. George","CFO","2018-10-10"
"0001665160-18-001051",1,"Mark Hanchett","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-10"
"0001739109-18-000006",1,"JOHN C. LESSEL","SPECIAL COUNSEL","2018-10-10"
"0001752964-18-000003",1,"Sam Bogoch","CEO & Director","2018-10-10"
"0001752964-18-000002",1,"Sam Bogoach","CEO & Director","2018-10-10"
"0001749548-18-000006",1,"Jenn Diesi","Chief Executive Officer, President, Secretary, Chief Financial Officer, Director","2018-10-02"
"0001751415-18-000001",2,"Robert D'Ambrosio","Principal Financial Officer and Director","2018-10-08"
"0001751415-18-000001",1,"Vini Trambadia","Principal Executive Officer and Director","2018-10-08"
"0001669191-18-000443",2,"Mark Jennings","Principal Financial Officer","2017-11-30"
"0001669191-18-000443",4,"Mark Jennings","Board Member","2017-11-30"
"0001669191-18-000443",3,"Mark Jennings","Principal Accounting Officer","2017-11-30"
"0001669191-18-000443",1,"Mark Jennings","Principal Executive Officer","2017-11-30"
"0001669191-18-000439",1,"Steven Coen","Principal Executive Officer","2018-10-04"
"0001669191-18-000439",3,"Steven Coen","Principal Accounting Officer","2018-10-04"
"0001669191-18-000439",2,"Steven Coen","Principal Financial Officer","2018-10-04"
"0001669191-18-000439",4,"Steven Coen","Board Member","2018-10-04"
"0001665160-18-001050",1,"Sarita Ekya","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-09"
"0001665160-18-001049",1,"Matthew Sinderbrand","CEO","2018-10-09"
"0001665160-18-001049",2,"Gary Sinderbrand","Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-09"
"0001665160-18-001048",1,"Arif Ferda Kertmelioglu","Chairman, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-09"
"0001669191-18-000437",1,"Dagan Mishoulam","Principal Executive Officer","2018-10-09"
"0001669191-18-000437",2,"Ryan Meduna-Gee","Principal Financial Officer","2018-10-09"
"0001669191-18-000437",3,"Ryan Meduna-Gee","Principal Accounting Officer","2018-10-09"
"0001669191-18-000437",4,"Ryan Meduna-Gee","Board Member","2018-10-09"
"0001669191-18-000437",5,"Dagan Mishoulam","Board Member","2018-10-09"
"0001749079-18-000007",1,"Vladimir Tereshkov","CEO","2018-10-09"
"0001682580-18-000001",4,"Russell Glass","Director","2018-10-08"
"0001682580-18-000001",3,"Richard Cohen","Director","2018-10-08"
"0001682580-18-000001",2,"Tom Duncan","Director","2018-10-08"
"0001682580-18-000001",1,"Mikhail Damiani","Director","2018-10-08"
"0001670254-18-000473",3,"Joseph Chan","Partner","2018-10-04"
"0001670254-18-000475",1,"Kevin Kirkness","General Manager","2018-10-04"
"0001670254-18-000475",2,"Daniel Carlson","Marketing","2018-10-04"
"0001670254-18-000475",3,"Gregory D Carlson","Treasurer","2018-10-04"
"0001670254-18-000475",4,"Danielle Babineau","CEO","2018-10-04"
"0001665160-18-001041",1,"Jennifer King","CEO, Principle Executive Officer, Principle Financial Officer and Director","2018-10-05"
"0001665160-18-001041",2,"Craig King","Executive Vice President and Director","2018-10-05"
"0001670254-18-000473",2,"Richard Tam","Partner","2018-10-04"
"0001670254-18-000473",1,"Wilson Tam","Partner","2018-10-05"
"0001665160-18-001046",1,"Christopher Dyson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-05"
"0001665160-18-001043",1,"Luka Fajs","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-05"
"0001665160-18-001043",2,"Robert S. Marks","Director, Secretary","2018-10-05"
"0001751443-18-000004",1,"Nicole Birch","CEO","2018-10-05"
"0001741220-18-000003",2,"Graham Williams","CFO / Board Member","2018-08-09"
"0001741220-18-000003",1,"Christopher Williams","CEO/Chief Accounting Officer/Board Member","2018-08-09"
"0001739398-18-000004",1,"Lori Daugherty","CEO","2018-10-05"
"0001746271-18-000002",1,"Brendan Burns","Manager and Chief Executive Officer","2018-10-02"
"0001753754-18-000001",1,"James Perkins","Chief Executive Officer","2018-10-04"
"0001753754-18-000001",2,"Justin Honeysuckle","Chief Operating Officer","2018-10-04"
"0001642688-18-000002",3,"Scott Harper","Director","2018-10-02"
"0001642688-18-000002",4,"William Buchanan","Director","2018-10-02"
"0001642688-18-000002",1,"Christopher Moll","Director","2018-10-02"
"0001642688-18-000002",2,"Mahmoud Haidar","Director","2018-10-02"
"0001748372-18-000003",1,"Carlos Ventura","Chief Executive Officer","2018-10-04"
"0001748372-18-000003",2,"Margaret Mulvena","Founder, Executive Chef","2018-10-04"
"0001668287-18-000070",1,"William Benson","Owner","2018-10-04"
"0001741462-18-000003",1,"Aaron K Gilbert","President & CEO","2018-10-03"
"0001665160-18-001026",1,"Cory Faulkner","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-03"
"0001665160-18-001025",1,"Alexander Titomirov","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-03"
"0001665160-18-001024",1,"Cormac Kinney","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-03"
"0001665160-18-001023",2,"Raymond Ramey","Manager, Principal Financial Officer, Principal Accounting Officer","2018-10-03"
"0001665160-18-001023",1,"Kurt Dombkowski","CEO, Principal Executive Officer, Manager","2018-10-03"
"0001746271-18-000001",1,"Brendan Burns","Manager and Chief Executive Officer","2018-10-02"
"0001665160-18-001021",1,"Hemi Reem","CEO, Principal Financial Officer, Principal Accounting Officer and Director","2018-10-02"
"0001670254-18-000466",2,"Karen Cooper","Member","2018-09-29"
"0001670254-18-000466",1,"Gretchen E. Wilson","Director","2018-10-02"
"0001670254-18-000467",3,"Lee Cooper","Founder","2018-10-02"
"0001670254-18-000467",2,"Gretchen E Wilson","Manager","2018-10-02"
"0001670254-18-000467",1,"Karen Cooper","Member","2018-10-02"
"0001670254-18-000466",3,"Lee Cooper","Founder","2018-09-28"
"0001722197-18-000008",1,"David Levine","Chief Executive Officer","2018-10-02"
"0001665160-18-001019",1,"David Farley","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-01"
"0001665160-18-001018",2,"Larry E. Russell","Principal Accounting Officer and Principal Financial Officer","2018-10-01"
"0001665160-18-001018",1,"David Zinberg","CEO, Principal Executive Officer and Director","2018-10-01"
"0001669191-18-000434",1,"Alex Melehy","Principal Executive Officer","2018-06-29"
"0001669191-18-000434",4,"Alex Melehy","Board Member","2018-06-29"
"0001669191-18-000434",3,"Alex Melehy","Principal Accounting Officer","2018-06-29"
"0001669191-18-000434",2,"Alex Melehy","Principal Financial Officer","2018-06-29"
"0001752095-18-000001",1,"Shad Morris","Chief Executive Officer","2018-10-01"
"0001665160-18-001017",2,"Remy J Sedlmayr","Principal Accounting Officer","2018-10-01"
"0001665160-18-001017",1,"Steven R Sedlmayr","CEO, Principal Executive Officer and Director and Principal Financial Officer","2018-10-01"
"0001669191-18-000431",4,"Maureen Lloren","Board Member","2018-05-14"
"0001669191-18-000431",2,"Ned Sedlak","Principal Financial Officer","2018-05-14"
"0001669191-18-000431",1,"Maureen Lloren","Principal Executive Officer","2018-05-14"
"0001669191-18-000431",3,"Mike Beck","Principal Accounting Officer","2018-05-14"
"0001665160-18-001016",1,"Joseph Pitluck","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-10-01"
"0001669191-18-000429",1,"Andrew  Weinberger","Principal Executive Officer","2018-06-13"
"0001669191-18-000429",2,"Andrew  Weinberger","Principal Financial Officer","2018-06-13"
"0001669191-18-000429",3,"Andrew  Weinberger","Principal Accounting Officer","2018-06-13"
"0001669191-18-000429",4,"Andrew  Weinberger","Board Member","2018-06-13"
"0001750307-18-000004",1,"Jeffrey Villwock","CEO, Community Redevelopment Fund, Inc., Manager","2018-10-01"
"0001635926-18-000008",1,"Sunny Washington","CEO and Co-founder","2018-10-01"
"0001635926-18-000008",2,"Peter Platzer","Director","2018-10-01"
"0001750307-18-000003",1,"Gregory Reaves","Managing member of Manager, Mosaic Development Partners, LLC","2018-10-01"
"0001665160-18-001015",1,"Russell Thomas","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2018-09-28"
"0001675481-18-000004",2,"Allison Kenny","Director","2018-09-07"
"0001675481-18-000004",1,"Lynn Johnson","CEO, CFO, Director","2018-09-07"
"0001717111-18-000002",3,"Molly Madden","Director, CFO","2018-08-31"
"0001717111-18-000002",2,"Stephen Rye Switzer","Director","2018-09-07"
"0001670254-18-000465",1,"Marlo Giudice","Founder and CEO","2018-09-28"
"0001717111-18-000002",1,"Stephanie Sprinkle","Director","2018-09-07"
"0001734991-19-000001",1,"Zebulon Bartels","Owner","2019-03-29"
"0001743601-19-000001",1,"Darren V. Walker","CEO","2019-03-29"
"0001666102-19-000008",1,"Jay Noland","Chief Executive Officer","2019-03-29"
"0001665160-19-000315",1,"Ganga Bathula","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2019-03-29"
