"ACCESSION_NUMBER","ID","ISSUER","ISSUERSIGNATURE","ISSUERTITLE"
"0001665160-18-000133",1,"Eliport, Inc.","Dmitry Skorinko","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000130",1,"MedChain Inc","Joachim Sandgaard","CEO, Director, Principal Executive Officer, Principal Financial Officer, and Principal Accounting Officer"
"0001665160-18-000138",1,"Phoenix Settlements LLC","Kanwar Singh","CEO, Principal Executive Officer"
"0001725458-18-000003",1,"California 88, LLC","Eric Hsu","Managing Member"
"0001670254-18-000056",1,"Impact Science Education, Inc.","Ladie Malek","Co-Founder and President"
"0001670254-18-000055",1,"OODLES CORPORATION","Asheesh Barman","Co-Founder, President & COO"
"0001684321-18-000001",1,"Italian Cafe, LLC","Christy Jepson","Manager"
"0001726998-18-000001",1,"Avant Media Institute LLC","Ryan Klonek","President"
"0001727744-18-000001",1,"Trouvaille LLC","Paul S Hardersen","Chief Executive Officer"
"0001720880-18-000002",1,"MJ Hybrid Solutions, Inc.","Melissa Jane Stapley","Founder and CEO"
"0001715895-18-000001",1,"Coding Autism, LLC","Oliver Thornton","Chief Executive Officer"
"0001721392-18-000004",1,"SmarterD,Inc.","Vijay Sundhar","CEO"
"0001721392-18-000003",1,"SmarterD,Inc.","Vijay Sundhar","CEO"
"0001665160-18-000128",1,"FireBot, Inc.","Mark Baldino","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001654438-18-000003",1,"BarLink, LLC","/s/ Dean Matthews","CEO"
"0001704205-18-000002",1,"Ideal Conceal, Inc.","Kirk Kjellberg","CEO"
"0001704205-18-000001",1,"Ideal Conceal, Inc.","Kirk Kjellberg","CEO"
"0001665160-18-000126",1,"PlantSnap, Inc.","Eric Ralls","Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer"
"0001731189-18-000002",1,"3451 Benning LLC","Adrian Washington","CEO, The Neighborhood Development Company, L.L.C. (""NDC""), Manager of 3451 Benning LLC"
"0001670254-18-000054",1,"Orthogonal Thinker Inc.","Helene Servillon","Director"
"0001665160-18-000125",1,"Cryptid LLC","Brad Rego","CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer"
"0001690909-18-000001",1,"Ellison Eyewear, Inc","Aristotle Loumis","Chief Executive Officer"
"0001670254-18-000052",1,"Orthogonal Thinker Inc.","Helene Servillon","Director"
"0001670254-18-000050",1,"Barrel Harbor Brewing Company, LLC","Tim St.Martin","CEO"
"0001719488-18-000001",1,"619 North Park LLC","Nick Apostolopoulos","Sole owner of the sole member of the Issuer"
"0001665160-18-000123",1,"CBL Worldwide II, Inc.","Jamar Johnson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001712328-18-000001",1,"Blue Cord Farms Inc","Robert Head","CEO"
"0001669191-18-000109",1,"Atmos Digital Inc","William Donovan","Principal Executive Officer"
"0001731189-18-000001",1,"3451 Benning LLC","Adrian Washington","CEO, The Neighborhood Development Company, L.L.C. (""NDC""), Manager of 3451 Benning LLC"
"0001665160-18-000121",1,"Perfict Inc.","Cory Faulkner","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000120",1,"WORDEGO INC","Dr. Okan Erol","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000119",1,"HireJoe, Inc","Paul Wagner","CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer"
"0001690447-18-000003",1,"Owlized, Inc.","Aaron Selverston","Chief Executive Officer"
"0001725124-18-000004",1,"Rhymella, Inc.","Megan McElroy Rzezutko","Chief Executive Officer, Director and Co-Founder"
"0001665160-18-000117",1,"CannaKorp, Inc.","James Winokur","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000115",1,"Biotech Restorations Holdings, LLC","David Fennema","CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager"
"0001670254-18-000048",1,"iPianoLab LLC","David Negron","Director of Operations"
"0001669191-18-000106",1,"Atmos Digital Inc","William Donovan","Principal Executive Officer"
"0001730609-18-000001",1,"Love Goodly Inc.","Justine Lassoff","CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer"
"0001722710-18-000001",1,"Myways, Inc.","Michael Jordan","CEO"
"0001665160-18-000113",1,"OSSIC Corporation","Jason Riggs","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000044",1,"Eve Fund 1, LLC.","Chris Parker","Co-founder | Producer"
"0001670254-18-000046",1,"Kwame Palace LLC","George Baah","Founder & President"
"0001670254-18-000043",1,"Hawaiian Ola Brewing Corporation","Brett Jacobson","CEO"
"0001574738-18-000001",1,"FileThis, Inc.","Brian Berson","CEO and Director"
"0001729314-18-000002",1,"Dante Labs International LLC","Andrea Riposati","CEO and Managing Member"
"0001670254-18-000042",1,"SpaceFab.US, Inc.","Randall Chung","CEO/Co-Founder"
"0001670254-18-000040",1,"M and M MEDIA, INC.","Gary Mekikian","Co-founder and CEO"
"0001728670-18-000006",1,"CrownMob Inc.","Ricardo Grant","CEO"
"0001731055-18-000001",1,"ROYALTY BEAUTY SUPPLY, LLC","LaTaja Dingle","President"
"0001665160-18-000110",1,"Ceres Greens LLC","Jacob Isham","CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000039",1,"Sam Lee Laundry LLC","David Gluck","Producer & General Manager"
"0001669191-18-000103",1,"Gamify, Inc.","Erik Boyer","Principal Executive Officer"
"0001688786-18-000001",1,"Jetpack Aviation Corp","/David Mayman/","David Mayman"
"0001730727-18-000004",1,"320 Kingsland, LLC","/s/ Brian Strumke","CEO"
"0001665160-18-000109",1,"Zoi, Inc.","Bryan Lorden","CEO, Principal Executive Officer and Director"
"0001723850-18-000001",1,"609 Fairfield LLC","Kent Hardman","CEO"
"0001719921-18-000001",1,"Wichita Falls Brewing Company, LLC","Matt Bitsche","President"
"0001723949-18-000010",1,"Fatwood LLC","Bob Dames","President"
"0001665160-18-000108",1,"BioHealthonomics Inc","Cristian Arnou","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000038",1,"Hawaiian Ola Brewing Corporation","Brett Jacobson","CEO"
"0001693877-18-000004",1,"ROYALTY BEAUTY SUPPLY, LLC","La'Taja Dingle","President"
"0001725124-18-000003",1,"Rhymella, Inc.","Megan McElroy Rzezutko","Chief Executive Officer, Director and Co-Founder"
"0001730727-18-000003",1,"320 Kingsland, LLC","/s/ Brian Strumke","CEO"
"0001730727-18-000001",1,"320 Kingsland, LLC","/s/ Brian Strumke","CEO"
"0001716298-18-000001",1,"Mighty Well, Inc.","Yousef Al-Humaidhi","Director and Chief Financial Officer"
"0001670254-18-000036",1,"Vela Motor Company LLC","William Marsh","Cofounder and CEO"
"0001670254-18-000034",1,"ClassApps, Inc.","Sheryl Briggs","President"
"0001670254-18-000032",1,"smartQED, Inc.","Rishi Mukhopadhyay","COO and Head of Product"
"0001730206-18-000001",1,"Acropolis Games LLC","Timothy Roberts","Owner"
"0001670254-18-000031",1,"Malibu Compost Inc.","Randy Ritchie","CEO"
"0001580960-18-000001",1,"Pigeonly, Inc.","Frederick Hutson","Chief Executive Officer"
"0001728855-18-000001",1,"Boon VR LLC","Satya Ridhima Parvathaneni","Chief Executive Officer"
"0001665160-18-000107",1,"VolAero UAV & Drones Holdings Corp.","Charles Zwebner","CEO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer"
"0001719882-18-000002",1,"MiqroTech","Meade Lewis","Chief Executive Officer"
"0001665160-18-000106",1,"Samsara Luggage Inc.","Atara Dzikowski","CEO and Director"
"0001720051-18-000001",1,"Semper Fi Restaurants LLC","Seungwhan Chang","Sole Member"
"0001725124-18-000001",1,"Rhymella, Inc.","Megan McElroy Rzezutko","Chief Executive Officer, Director and Co-Founder"
"0001602930-18-000001",1,"WorldViz, LLC","Andrew Beall","CEO and CTO"
"0001725458-18-000001",1,"California 88, LLC","Eric Hsu","Managing Member"
"0001728670-18-000004",1,"CrownMob Inc.","Ricardo Grant","CEO"
"0001728670-18-000001",1,"CrownMob Inc.","Ricardo Grant","CEO"
"0001726073-18-000002",1,"Woodland Rockwell No. 1 GP","Manfred Sternberg","President of ACSI, General Partner"
"0001663940-18-000001",1,"Auntie April's","April Spears","President/CEO"
"0001725245-18-000002",1,"Preemadonna Inc.","Herpreet Walia","CEO & President"
"0001665160-18-000105",1,"General Presence Inc.","Frank Erik Banks","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000104",1,"Trikke Tech Inc.","Jose Gildo Beleski","CEO, Principle Financial Officer, Director"
"0001665160-18-000103",1,"Gulfstar Air Charters, Inc.","Paul Joseph Posti, Jr.","Chief Executive Officer"
"0001665160-18-000102",1,"Farm One, Inc.","Robert Laing","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669654-18-000001",1,"Onward Method, Inc.","Gabe Zichermann","CEO"
"0001665160-18-000101",1,"HireJoe, Inc","Paul Wagner","CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer"
"0001665160-18-000100",1,"EPEC Holdings, Inc","Steve Vanechanos","Principal Executive Officer and Director"
"0001723949-18-000009",1,"Fatwood LLC","Robert Dames","President"
"0001670254-18-000029",1,"ZYPPAH, Inc.","Jonathan Greenburg","CEO"
"0001670254-18-000027",1,"eyeCam, Inc.","Bryan Davis","CEO"
"0001665160-18-000099",1,"15th Round LLC","George Giovanis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001729247-18-000001",1,"Rosca Finance Inc.","Aamer Shahab","CEO and Director"
"0001729481-18-000002",1,"Apex Farms Corp.","/s/ Alexander M. Woods-Leo","Chairman, CEO, President, COO, Secretary, Treasurer, CFO"
"0001670254-18-000025",1,"Texas Brewer Support, LLC","Davis Sean Tucker","President/Founder"
"0001665160-18-000095",1,"LifeBridge 10000, LLC","Peter F Travers","CEO and Managing Member, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000097",1,"ZipZap, Inc.","Alan Safahi","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000094",1,"LRF Thoroughbred Fund II LLC","Gary Fenton","Principal Executive Officer and Managing Partner, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000093",1,"IJUZE Corp","Esmond Goei","Principle Executive officer and Director"
"0001669191-18-000099",1,"Split Mountain Productions Inc","Gray Frederickson","Principal Executive Officer"
"0001665160-18-000092",1,"Ube, Inc","Utz Baldwin","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000024",1,"I-PASS Patient Safety Institute, Inc.","Scott Pitt","Chief Financial Officer"
"0001665160-18-000090",1,"BOROUGH FIVE SLATE ONE LLC","Julio Vincent Gambuto","CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer"
"0001665160-18-000082",1,"anyone Media Network, Inc","Charles Simmons","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000085",1,"ScreenDoor GreenHouse LLC","Jason Giddings","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000023",1,"Modbook Inc.","Andreas Haas","CEO & Lead Engineer"
"0001665160-18-000079",1,"Aurora Sky Events LLC","Nathanael Engen","Founder, CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer"
"0001669191-18-000096",1,"SimpleForms, PBC","Emily Rotolo","Principal Executive Officer"
"0001669191-18-000093",1,"Home61, Inc.","Olivier Grinda","Principal Executive Officer"
"0001665160-18-000077",1,"CAKNOW Technology Inc.","Vance Xiang","CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer"
"0001723146-18-000001",1,"Success By Media LLC","Jay Noland","CEO"
"0001670254-18-000021",1,"Chicago Steak Company, Inc.","Matt Crowley","Vice President"
"0001669191-18-000091",1,"Movatic, Inc.","Ansgar Strother","Principal Executive Officer"
"0001670254-18-000022",1,"LAWRENCEVILLE PLASMA PHYSICS, INC.","Eric J. Lerner","President and Chief Scientist"
"0001665160-18-000075",1,"Horror Equity Fund, Inc.","Marlon Schulman","Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director"
"0001683052-18-000002",1,"Alchemy Mining Group, Inc.","Bruce A. Cosgrove","President/C.F.O."
"0001669191-18-000088",1,"ICEBREAKER, INC.","Kevin Murray","Principal Executive Officer"
"0001719866-18-000001",1,"Gulfstar Air Charters, Inc.","Paul Joseph Posti, Jr.","Chief Executive Officer"
"0001669191-18-000086",1,"Charlotte's Closet, LLC","Jen Forman","Principal Executive Officer"
"0001669191-18-000084",1,"Home61, Inc.","Olivier Grinda","Principal Executive Officer"
"0001704090-18-000001",1,"Gulf Coast Canna Meds, Inc.","Lori Daugherty","President"
"0001665160-18-000073",1,"Bright Locker, Inc.","Ruben Cortez","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-18-000074",1,"Vibrant TV, LLC","Jon Bottorff","CFO"
"0001665160-18-000072",1,"Keezel, Inc.","Aike Muller","Principal Executive Officer and President"
"0001665160-18-000071",1,"Mi Ola, Inc","Helena Fogarty","CEO and Founder"
"0001665160-18-000070",1,"NetObjex, INC.","Raghuram Balasubramanian","CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer"
"0001722007-18-000004",1,"Pittsburgh Juice Co","Naomi Homison","Managing Director"
"0001717605-18-000001",1,"American Draft LLC","/s/ Dakin Cranwell","CEO"
"0001670254-18-000019",1,"MySwimPro, Inc.","Fares Ksebati","CEO"
"0001665160-18-000067",1,"4-Scored Inc.","Christopher Tompkins","Principle Executive Officer, Principle Financial officer, Principle Accounting Officer, Director"
"0001665160-18-000066",1,"JINGLZ, INC.","Aaron Itzkowitz","CEO, President, Chairman, Director, Principal Executive Officer"
"0001670254-18-000018",1,"Ganaz Inc.","Srinivas Artham","Co-founder"
"0001690447-18-000002",1,"Owlized, Inc.","Aaron Selverston","Chief Executive Officer"
"0001670254-18-000017",1,"PAYROLL4FREE.COM, LLC","Marta Mendizabal","VP & COO"
"0001715599-18-000001",1,"Full Circle Brewing, Co. Ltd. LLC","Arthur Moye","CEO"
"0001669191-18-000046",1,"Leo Aerospace LLC","Dane Rudy","Principal Executive Officer"
"0001665160-18-000064",1,"Seam Tech, Inc.","Adrian Ceron","CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer"
"0001726537-18-000001",1,"Pistil & Pollen, LLC","Amy Dannemiller","Chief Executive Officer"
"0001665160-18-000062",1,"MaestroConference Inc","Julian Martinez","Principal Accounting Officer and Director"
"0001665160-18-000061",1,"Affordable Community Energy Services Co","Jeffrey S. Greenberger","President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001718354-18-000001",1,"Green Pinata LLC","Shiva Kashalkar","CEO"
"0001718414-18-000001",1,"Spikes Beverage Co","Brad Gettelfinger","Managing Partner"
"0001669191-18-000044",1,"Charlotte's Closet, LLC","Jen Forman","Principal Executive Officer"
"0001660945-18-000001",1,"Harvest Fresh Foods, PBC","Sam Polk","Chief Executive Officer"
"0001670254-18-000016",1,"Grit Grocery, LLC","Dustin Windham","CEO"
"0001670254-18-000013",1,"The Enclave Group LLC","Oscar Chow","Founder and CEO"
"0001665160-18-000060",1,"MedAnswers","Alice Crisci","Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer"
"0001665160-18-000059",1,"Trikke Tech Inc.","Jose Gildo Beleski","CEO, Principle Financial Officer, Director"
"0001665160-18-000058",1,"N-Gen Technologies, Inc.","Alan Holsapple","Principal Financial Officer and Principal Accounting Officer"
"0001720033-18-000002",1,"Vico Neve LLC","David S. Noto","Member"
"0001665160-18-000056",1,"Abstract Tube Inc.","Sarbojeet Jana","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001727471-18-000003",1,"Emerald Metrics LLC","Mark Garrison","CEO"
"0001665160-18-000053",1,"REVOHLOO, INC.","Glen DeBarros","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-18-000011",1,"SongVest, Inc.","Sean Peace","CEO"
"0001721104-18-000008",1,"Cloud Cover Media, Inc.","/s/Mark Lehman","CEO"
